,0
2141,42.852
2142,39.281
2143,32.139
2144,32.139
2145,28.568
2146,35.71
2147,42.852
2148,32.139
2149,32.139
2150,39.281
2151,32.139
2152,42.852
2153,28.568
2154,39.281
2155,32.139
2156,42.852
2157,42.852
2158,42.852
2159,28.568
2160,42.852
2161,28.568
2162,32.139
2163,39.281
2164,28.568
2165,35.71
2166,35.71
2167,39.281
2168,28.568
2169,42.852
2170,39.281
2171,35.71
2172,32.139
2173,35.71
2174,32.139
2175,32.139
2176,42.852
2177,28.568
2178,28.568
2179,39.281
2180,32.139
2181,39.281
2182,32.139
2183,32.139
2184,42.852
2185,32.139
2186,32.139
2187,28.568
2188,39.281
2189,32.139
2190,32.139
2191,42.852
2192,28.568
2193,35.71
2194,32.139
2195,28.568
2196,28.568
2197,32.139
2198,35.71
2199,42.852
2200,32.139
2201,42.852
2202,32.139
2203,28.568
2204,32.139
2205,32.139
2206,28.568
2207,39.281
2208,32.139
2209,32.139
2210,28.568
2211,28.568
2212,35.71
2213,28.568
2214,28.568
2215,35.71
2216,42.852
2217,32.139
2218,39.281
2219,35.71
2220,28.568
2221,42.852
2222,42.852
2223,32.139
2224,35.71
2225,42.852
2226,42.852
2227,28.568
2228,32.139
2229,35.71
2230,39.281
2231,28.568
2232,42.852
2233,28.568
2234,35.71
2235,39.281
2236,39.281
2237,28.568
2238,32.139
2239,42.852
2240,32.139
2241,39.281
2242,39.281
2243,35.71
2244,35.71
2245,35.71
2246,39.281
2247,39.281
2248,35.71
2249,39.281
2250,39.281
2251,35.71
2252,39.281
2253,42.852
2254,35.71
2255,39.281
2256,39.281
2257,32.139
2258,42.852
2259,32.139
2260,32.139
2261,39.281
2262,39.281
2263,35.71
2264,35.71
2265,28.568
2266,28.568
2267,39.281
2268,42.852
2269,28.568
2270,42.852
2271,32.139
2272,32.139
2273,28.568
2274,35.71
2275,39.281
2276,42.852
2277,39.281
2278,35.71
2279,28.568
2280,28.568
2281,42.852
2282,28.568
2283,35.71
2284,42.852
2285,35.71
2286,42.852
2287,39.281
2288,28.568
2289,35.71
2290,32.139
2291,42.852
2292,39.281
2293,28.568
2294,32.139
2295,28.568
2296,32.139
2297,32.139
2298,39.281
2299,42.852
2300,39.281
2301,28.568
2302,39.281
2303,35.71
2304,39.281
2305,32.139
2306,42.852
2307,32.139
2308,32.139
2309,42.852
2310,35.71
2311,28.568
2312,39.281
2313,32.139
2314,32.139
2315,42.852
2316,35.71
2317,35.71
2318,28.568
2319,42.852
2320,35.71
2321,32.139
2322,39.281
2323,42.852
2324,32.139
2325,42.852
2326,32.139
2327,42.852
2328,28.568
2329,35.71
2330,28.568
2331,35.71
2332,39.281
2333,39.281
2334,35.71
2335,35.71
2336,39.281
2337,42.852
2338,42.852
2339,39.281
2340,35.71
2341,32.139
2342,28.568
2343,39.281
2344,32.139
2345,39.281
2346,32.139
2347,28.568
2348,32.139
2349,32.139
2350,35.71
2351,39.281
2352,32.139
2353,35.71
2354,35.71
2355,39.281
2356,28.568
2357,32.139
2358,42.852
2359,42.852
2360,32.139
2361,28.568
2362,28.568
2363,39.281
2364,28.568
2365,39.281
2366,32.139
2367,28.568
2368,39.281
2369,35.71
2370,39.281
2371,35.71
2372,28.568
2373,35.71
2374,28.568
2375,28.568
2376,42.852
2377,32.139
2378,39.281
2379,39.281
2380,39.281
2381,39.281
2382,35.71
2383,35.71
2384,35.71
2385,32.139
2386,35.71
2387,35.71
2388,28.568
2389,39.281
2390,28.568
2391,28.568
2392,35.71
2393,35.71
2394,28.568
2395,39.281
2396,42.852
2397,42.852
2398,39.281
2399,39.281
2400,35.71
2401,32.139
2402,28.568
2403,42.852
2404,42.852
2405,35.71
2406,35.71
2407,28.568
2408,32.139
2409,28.568
2410,28.568
2411,28.568
2412,35.71
2413,35.71
2414,42.852
2415,28.568
2416,28.568
2417,39.281
2418,35.71
2419,35.71
2420,42.852
2421,28.568
2422,32.139
2423,42.852
2424,35.71
2425,32.139
2426,42.852
2427,39.281
2428,28.568
2429,28.568
2430,28.568
2431,32.139
2432,32.139
2433,42.852
2434,35.71
2435,39.281
2436,42.852
2437,42.852
2438,28.568
2439,28.568
2440,32.139
2441,42.852
2442,42.852
2443,35.71
2444,42.852
2445,28.568
2446,39.281
2447,32.139
2448,35.71
2449,28.568
2450,39.281
2451,28.568
2452,35.71
2453,42.852
2454,42.852
2455,39.281
2456,28.568
2457,28.568
2458,42.852
2459,28.568
2460,32.139
2461,32.139
2462,32.139
2463,35.71
2464,35.71
2465,28.568
2466,28.568
2467,39.281
2468,28.568
2469,42.852
2470,39.281
2471,42.852
2472,42.852
2473,39.281
2474,35.71
2475,32.139
2476,42.852
2477,39.281
2478,39.281
2479,28.568
2480,35.71
2481,28.568
2482,42.852
2483,35.71
2484,39.281
2485,39.281
2486,42.852
2487,28.568
2488,42.852
2489,32.139
2490,35.71
2491,42.852
2492,42.852
2493,39.281
2494,39.281
2495,32.139
2496,28.568
2497,28.568
2498,39.281
2499,42.852
2500,32.139
2501,28.568
2502,32.139
2503,32.139
2504,28.568
2505,32.139
2506,42.852
2507,39.281
2508,28.568
2509,32.139
2510,39.281
2511,39.281
2512,42.852
2513,28.568
2514,35.71
2515,32.139
2516,35.71
2517,32.139
2518,35.71
2519,28.568
2520,42.852
2521,39.281
2522,28.568
2523,28.568
2524,39.281
2525,32.139
2526,39.281
2527,42.852
2528,39.281
2529,28.568
2530,35.71
2531,39.281
2532,32.139
2533,32.139
2534,42.852
2535,35.71
2536,39.281
2537,28.568
2538,28.568
2539,39.281
2540,42.852
2541,42.852
2542,35.71
2543,35.71
2544,35.71
2545,32.139
2546,42.852
2547,35.71
2548,35.71
2549,39.281
2550,35.71
2551,42.852
2552,39.281
2553,39.281
2554,39.281
2555,39.281
2556,42.852
2557,32.139
2558,42.852
2559,35.71
2560,28.568
2561,39.281
2562,35.71
2563,35.71
2564,28.568
2565,28.568
2566,32.139
2567,39.281
2568,28.568
2569,35.71
2570,42.852
2571,35.71
2572,39.281
2573,35.71
2574,39.281
2575,32.139
2576,35.71
2577,32.139
2578,35.71
2579,32.139
2580,42.852
2581,42.852
2582,42.852
2583,42.852
2584,35.71
2585,42.852
2586,35.71
2587,35.71
2588,39.281
2589,28.568
2590,42.852
2591,35.71
2592,28.568
2593,42.852
2594,32.139
2595,28.568
2596,32.139
2597,35.71
2598,32.139
2599,32.139
2600,42.852
2601,42.852
2602,35.71
2603,39.281
2604,39.281
2605,42.852
2606,32.139
2607,42.852
2608,42.852
2609,35.71
2610,32.139
2611,35.71
2612,35.71
2613,35.71
2614,35.71
2615,42.852
2616,35.71
2617,28.568
2618,32.139
2619,35.71
2620,42.852
2621,42.852
2622,39.281
2623,28.568
2624,42.852
2625,42.852
2626,42.852
2627,39.281
2628,32.139
2629,28.568
2630,35.71
2631,28.568
2632,32.139
2633,28.568
2634,39.281
2635,42.852
2636,42.852
2637,28.568
2638,35.71
2639,35.71
2640,28.568
2641,32.139
2642,32.139
2643,42.852
2644,42.852
2645,39.281
2646,35.71
2647,28.568
2648,42.852
2649,32.139
2650,39.281
2651,39.281
2652,32.139
2653,42.852
2654,28.568
2655,39.281
2656,42.852
2657,35.71
2658,32.139
2659,28.568
2660,28.568
2661,42.852
2662,35.71
2663,28.568
2664,39.281
2665,39.281
2666,35.71
2667,42.852
2668,28.568
2669,42.852
2670,32.139
2671,35.71
2672,32.139
2673,39.281
2674,42.852
2675,28.568
2676,35.71
2677,32.139
2678,39.281
2679,42.852
2680,32.139
2681,35.71
2682,28.568
2683,39.281
2684,28.568
2685,39.281
2686,28.568
2687,42.852
2688,39.281
2689,42.852
2690,28.568
2691,39.281
2692,42.852
2693,28.568
2694,39.281
2695,32.139
2696,39.281
2697,28.568
2698,39.281
2699,28.568
2700,28.568
2701,42.852
2702,35.71
2703,32.139
2704,32.139
2705,32.139
2706,32.139
2707,42.852
2708,35.71
2709,39.281
2710,32.139
2711,32.139
2712,42.852
2713,32.139
2714,28.568
2715,28.568
2716,42.852
2717,32.139
2718,32.139
2719,42.852
2720,32.139
2721,39.281
2722,39.281
2723,35.71
2724,32.139
2725,28.568
2726,39.281
2727,28.568
2728,35.71
2729,39.281
2730,35.71
2731,35.71
2732,35.71
2733,28.568
2734,35.71
2735,39.281
2736,28.568
2737,42.852
2738,35.71
2739,39.281
2740,35.71
2741,32.139
2742,32.139
2743,42.852
2744,39.281
2745,39.281
2746,35.71
2747,39.281
2748,32.139
2749,39.281
2750,39.281
2751,35.71
2752,28.568
2753,42.852
2754,42.852
2755,39.281
2756,39.281
2757,35.71
2758,28.568
2759,39.281
2760,28.568
2761,28.568
2762,42.852
2763,32.139
2764,39.281
2765,39.281
2766,32.139
2767,28.568
2768,28.568
2769,28.568
2770,39.281
2771,42.852
2772,28.568
2773,28.568
2774,42.852
2775,42.852
2776,32.139
2777,28.568
2778,42.852
2779,32.139
2780,28.568
2781,39.281
2782,42.852
2783,39.281
2784,35.71
2785,32.139
2786,42.852
2787,39.281
2788,39.281
2789,35.71
2790,42.852
2791,32.139
2792,39.281
2793,39.281
2794,28.568
2795,35.71
2796,32.139
2797,32.139
2798,39.281
2799,35.71
2800,42.852
2801,35.71
2802,42.852
2803,28.568
2804,35.71
2805,28.568
2806,39.281
2807,42.852
2808,39.281
2809,35.71
2810,32.139
2811,35.71
2812,42.852
2813,28.568
2814,39.281
2815,28.568
2816,42.852
2817,42.852
2818,28.568
2819,39.281
2820,32.139
2821,28.568
2822,32.139
2823,39.281
2824,28.568
2825,39.281
2826,28.568
2827,32.139
2828,28.568
2829,39.281
2830,35.71
2831,42.852
2832,39.281
2833,39.281
2834,42.852
2835,35.71
2836,35.71
2837,32.139
2838,35.71
2839,32.139
2840,39.281
2841,39.281
2842,42.852
2843,35.71
2844,32.139
2845,28.568
2846,39.281
2847,42.852
2848,42.852
2849,39.281
2850,28.568
2851,39.281
2852,32.139
2853,32.139
2854,32.139
2855,39.281
2856,35.71
2857,35.71
2858,42.852
2859,35.71
2860,42.852
2861,42.852
2862,32.139
2863,35.71
2864,32.139
2865,35.71
2866,32.139
2867,35.71
2868,28.568
2869,35.71
2870,42.852
2871,42.852
2872,28.568
2873,32.139
2874,42.852
2875,32.139
2876,28.568
2877,28.568
2878,32.139
2879,39.281
